ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;Age;DaysCustomer;TotalChild;Monetary;MntPurchase;MntAccepted;clusters
3885;1983;4;1;33569.0;1;0;2013-10-16;10;16;2;18;3;0;24;1;1.0;1.0;2.0;8;1;0;0;0;0;0;3;11;1;31;353;1;63.0;11.0;1;0
1175;1983;3;1;36262.0;0;0;2013-09-20;24;88;39;54;64;28;153;1;3.0;5.0;3.0;6;1;0;0;0;0;0;3;11;1;31;379;0;426.0;14.0;1;0
880;1966;0;1;22634.0;0;0;2013-01-16;47;2;23;11;8;6;46;1;2.0;1.0;2.0;8;0;0;0;0;0;0;3;11;0;48;626;0;96.0;11.0;0;0
2320;1978;2;1;47025.0;0;1;2013-09-12;98;508;11;59;23;5;29;5;11.0;1.0;6.0;9;0;0;0;0;0;0;3;11;0;36;387;1;635.0;16.0;0;2
850;1968;1;0;70566.0;0;1;2013-10-06;4;381;28;215;84;28;21;2;6.0;5.0;9.0;3;0;0;0;0;0;0;3;11;0;46;363;1;757.0;17.0;0;2
4713;1979;4;1;31605.0;1;0;2012-11-22;15;74;0;42;2;1;6;2;2.0;1.0;4.0;7;0;0;0;0;0;0;3;11;0;35;681;1;125.0;12.0;0;0
675;1973;3;0;52034.0;1;1;2013-05-17;67;146;0;93;7;13;73;5;4.0;2.0;5.0;7;0;0;0;0;0;0;3;11;0;41;505;2;332.0;14.0;0;2
5025;1979;1;0;48526.0;1;0;2013-12-24;32;23;17;23;43;20;9;1;2.0;1.0;4.0;3;0;0;0;0;0;0;3;11;0;35;284;1;135.0;8.0;0;0
2308;1954;1;1;46734.0;0;1;2012-11-18;40;110;5;137;26;23;29;2;6.0;1.0;5.0;7;0;0;0;0;0;0;3;11;0;60;685;1;330.0;13.0;0;2
5995;1962;1;0;39552.0;1;1;2012-12-18;54;165;3;147;4;24;41;7;6.0;2.0;5.0;8;0;0;0;0;0;0;3;11;1;52;655;2;384.0;15.0;0;2
6749;1966;1;0;86358.0;1;1;2012-08-08;78;957;47;494;82;47;95;4;5.0;3.0;6.0;8;0;0;0;0;0;0;3;11;0;48;787;2;1722.0;17.0;0;2
1010;1977;1;1;46931.0;2;1;2014-04-24;94;41;0;17;3;1;16;2;1.0;1.0;3.0;3;0;0;0;0;0;0;3;11;0;37;163;3;78.0;7.0;0;0
8977;1985;0;0;16581.0;0;0;2013-01-12;51;1;3;4;2;3;11;1;0.0;0.0;3.0;4;0;0;0;0;0;0;3;11;0;29;630;0;24.0;7.0;0;0
4756;1952;2;0;63998.0;0;0;2013-12-20;42;176;29;818;0;33;112;1;7.0;6.0;11.0;4;0;0;0;0;0;0;3;11;1;62;288;0;1168.0;21.0;0;1
3412;1951;3;1;67381.0;0;1;2013-01-15;67;815;8;53;11;0;70;4;2.0;2.0;9.0;7;0;1;0;0;0;0;3;11;0;63;627;1;957.0;18.0;1;2
606;1967;1;0;25930.0;1;1;2013-10-10;87;6;1;2;2;0;4;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;47;359;2;15.0;9.0;0;0
5961;1978;1;1;42693.0;1;0;2014-06-07;29;8;4;20;6;3;16;1;1.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;36;119;1;57.0;8.0;0;0
2975;1976;1;1;85606.0;0;1;2012-11-12;89;717;42;864;219;30;84;2;6.0;7.0;9.0;3;0;0;0;1;0;0;3;11;0;38;691;1;1956.0;19.0;1;1
2894;1985;1;0;72903.0;0;0;2013-10-29;74;1067;138;750;0;19;39;1;7.0;5.0;8.0;4;0;1;1;1;0;0;3;11;1;29;340;0;2013.0;17.0;3;1
7613;1974;2;1;49669.0;1;0;2014-05-24;97;166;5;107;11;8;29;2;5.0;1.0;6.0;6;0;0;0;0;0;0;3;11;0;40;133;1;326.0;13.0;0;0
10542;1968;4;1;36778.0;1;1;2012-08-05;63;29;4;34;2;4;4;3;3.0;0.0;3.0;9;0;0;0;0;0;0;3;11;0;46;790;2;77.0;12.0;0;0
8015;1962;4;0;85696.0;0;0;2013-05-03;88;714;76;395;116;0;12;1;4.0;6.0;9.0;1;0;0;0;0;0;0;3;11;1;52;519;0;1313.0;16.0;0;1
10617;1989;3;0;10979.0;0;0;2014-05-22;34;8;4;10;2;2;4;2;3.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;25;135;0;30.0;8.0;0;0
11166;1961;1;1;49678.0;0;1;2013-02-02;81;229;5;56;3;2;20;2;6.0;2.0;4.0;7;0;0;0;0;0;0;3;11;0;53;609;1;315.0;13.0;0;2
849;1953;3;1;56129.0;0;1;2013-06-20;65;320;48;133;39;72;48;4;6.0;2.0;10.0;4;0;0;0;0;0;0;3;11;0;61;471;1;660.0;16.0;0;2
523;1989;1;1;37155.0;1;0;2013-01-31;51;23;0;26;7;15;3;1;2.0;0.0;4.0;5;0;0;0;0;0;0;3;11;0;25;611;1;74.0;9.0;0;0
4066;1978;2;0;21282.0;1;0;2014-05-11;76;1;5;8;4;8;20;2;2.0;1.0;2.0;6;0;0;0;0;0;0;3;11;0;36;146;1;46.0;9.0;0;0
8414;1962;4;0;33419.0;0;1;2013-08-17;76;56;0;12;0;0;18;2;2.0;0.0;4.0;7;0;0;0;0;0;0;3;11;0;52;413;1;86.0;11.0;0;0
819;1945;1;0;63285.0;0;0;2013-11-05;84;508;124;249;50;38;134;1;6.0;5.0;13.0;3;0;0;0;0;0;0;3;11;0;69;333;0;1103.0;21.0;0;1
4961;1974;3;1;21255.0;1;0;2014-01-21;56;29;0;25;2;2;3;4;2.0;1.0;4.0;4;0;0;0;0;0;0;3;11;0;40;256;1;61.0;9.0;0;0
749;1981;1;1;42162.0;1;0;2013-11-19;31;46;7;59;2;4;27;2;3.0;1.0;3.0;6;1;0;0;0;0;0;3;11;1;33;319;1;145.0;10.0;1;0
5430;1956;1;1;54450.0;1;1;2012-09-14;0;454;0;171;8;19;32;12;9.0;2.0;8.0;8;0;0;0;0;0;0;3;11;0;58;750;2;684.0;18.0;0;2
7755;1954;4;1;57744.0;0;1;2013-11-12;91;350;3;39;0;0;19;2;9.0;1.0;4.0;8;0;0;0;0;0;0;3;11;0;60;326;1;411.0;13.0;0;2
10525;1986;1;0;26576.0;1;0;2012-10-13;40;10;0;8;0;0;9;1;1.0;0.0;2.0;9;1;0;0;0;0;0;3;11;1;28;721;1;27.0;11.0;1;0
1453;1943;4;0;57513.0;0;0;2013-07-06;59;735;40;183;52;20;30;2;9.0;3.0;13.0;6;0;0;0;0;0;0;3;11;0;71;455;0;1060.0;22.0;0;1
8310;1964;1;1;68142.0;0;1;2012-08-29;96;897;126;196;91;112;37;3;10.0;4.0;7.0;6;0;0;0;0;0;0;3;11;0;50;766;1;1459.0;17.0;0;2
10710;1979;1;1;7500.0;0;1;2012-08-29;61;5;2;3;3;0;5;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;35;766;1;18.0;10.0;0;0
5031;1974;1;1;83145.0;0;0;2012-09-22;14;777;35;731;39;137;114;1;5.0;9.0;11.0;2;0;0;1;0;0;0;3;11;1;40;742;0;1833.0;22.0;1;1
2613;1960;3;1;54197.0;0;1;2014-04-03;16;162;6;37;6;13;13;2;1.0;3.0;6.0;1;0;0;0;0;0;0;3;11;0;54;184;1;237.0;10.0;0;0
213;1963;4;0;23091.0;1;1;2014-05-28;98;35;0;11;0;0;2;4;2.0;1.0;3.0;7;0;0;0;0;0;0;3;11;0;51;129;2;48.0;11.0;0;0
967;1976;1;1;46049.0;1;1;2013-07-21;11;342;9;112;19;14;19;10;5.0;2.0;9.0;7;0;0;0;0;0;0;3;11;1;38;440;2;515.0;18.0;0;2
1077;1974;1;1;56715.0;0;0;2012-12-05;52;258;105;239;237;172;9;1;7.0;3.0;4.0;4;0;0;0;0;0;0;3;11;0;40;668;0;1020.0;11.0;0;1
7959;1961;1;1;79410.0;0;0;2014-05-29;19;658;80;483;123;13;13;1;3.0;2.0;5.0;1;0;0;0;0;0;0;3;11;0;53;128;0;1370.0;8.0;0;1
640;1951;1;1;57304.0;0;1;2013-03-11;61;356;80;329;138;17;106;2;7.0;6.0;10.0;5;0;0;0;0;0;0;3;11;0;63;572;1;1026.0;21.0;0;1
4252;1965;1;1;44375.0;0;1;2014-03-23;73;213;5;28;7;7;41;1;4.0;1.0;6.0;5;0;0;0;0;0;0;3;11;0;49;195;1;301.0;12.0;0;0
8432;1956;1;1;54450.0;1;1;2012-09-14;0;454;0;171;8;19;32;12;9.0;2.0;8.0;8;0;0;0;0;0;0;3;11;0;58;750;2;684.0;18.0;0;2
6218;1965;1;1;59594.0;0;1;2012-10-20;74;457;4;29;0;0;9;1;8.0;1.0;7.0;7;0;1;0;0;0;0;3;11;0;49;714;1;499.0;15.0;1;2
6905;1994;1;1;80685.0;0;0;2012-08-22;55;241;45;604;34;26;54;1;6.0;4.0;10.0;2;0;0;0;0;0;0;3;11;0;20;773;0;1004.0;16.0;0;1
5922;1974;4;1;40344.0;0;1;2013-10-13;48;210;0;6;0;0;2;2;4.0;1.0;5.0;7;0;0;0;0;0;0;3;11;0;40;356;1;218.0;13.0;0;0
3598;1972;1;1;62710.0;0;1;2013-05-23;53;441;35;83;7;29;11;4;4.0;2.0;12.0;4;0;0;0;0;0;0;3;11;0;42;499;1;606.0;18.0;0;2
6116;1968;2;1;48985.0;0;1;2013-07-05;13;19;13;18;10;7;8;1;1.0;1.0;3.0;3;0;0;0;0;0;0;3;11;0;46;456;1;75.0;7.0;0;0
6263;1968;1;1;35322.0;1;2;2012-08-22;34;28;9;37;12;7;13;3;2.0;0.0;4.0;8;0;0;0;0;0;0;3;11;0;46;773;3;106.0;12.0;0;0
10486;1948;1;1;77142.0;0;0;2013-05-29;54;476;75;162;29;151;97;1;4.0;4.0;8.0;2;0;0;0;0;0;0;3;11;0;66;493;0;990.0;14.0;0;1
2410;1969;1;0;81657.0;0;0;2014-01-22;69;364;40;425;158;60;50;1;3.0;4.0;8.0;1;0;0;0;0;0;0;3;11;0;45;255;0;1097.0;13.0;0;1
193;1996;0;1;14421.0;0;0;2014-02-17;81;0;0;2;3;3;8;1;1.0;0.0;2.0;5;1;0;0;0;0;0;3;11;0;18;229;0;16.0;7.0;1;0
3363;1974;2;1;20130.0;0;0;2014-03-17;99;0;6;3;7;6;12;1;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;40;201;0;34.0;11.0;0;0
8278;1990;4;1;74214.0;0;0;2012-08-26;3;863;83;547;86;99;33;1;8.0;2.0;5.0;5;0;0;0;0;0;0;3;11;0;24;769;0;1711.0;12.0;0;1
10660;1957;3;1;66726.0;1;1;2014-01-12;61;349;7;35;0;0;47;3;8.0;2.0;4.0;7;0;1;0;0;0;0;3;11;0;57;265;2;438.0;13.0;1;2
8686;1979;0;1;23724.0;1;0;2013-01-08;65;5;23;15;0;18;14;2;2.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;35;634;1;75.0;11.0;0;0
1604;1960;3;1;47353.0;0;1;2013-11-13;93;184;2;19;8;8;4;3;2.0;2.0;6.0;5;0;0;0;0;0;0;3;11;0;54;325;1;225.0;13.0;0;0
5907;1952;3;1;33444.0;1;1;2012-11-03;24;8;0;8;0;0;2;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;62;700;2;18.0;10.0;0;0
10669;1981;1;1;54386.0;0;1;2013-05-17;8;277;21;64;62;21;25;2;3.0;2.0;10.0;3;0;0;0;0;0;0;3;11;0;33;505;1;470.0;15.0;0;2
2918;1981;1;0;28510.0;1;1;2013-04-13;72;44;5;19;0;4;19;3;2.0;0.0;4.0;5;0;0;0;0;0;0;3;11;0;33;539;2;91.0;9.0;0;0
5735;1991;3;0;90638.0;0;0;2014-02-13;29;1156;120;915;94;144;96;1;3.0;4.0;10.0;1;0;0;1;0;0;0;3;11;0;23;233;0;396.0;15.0;1;1
359;1950;1;1;48070.0;0;1;2013-01-13;33;373;14;83;6;9;19;3;8.0;2.0;6.0;7;0;0;0;0;0;1;3;11;0;64;629;1;504.0;15.0;0;2
8387;1957;1;1;43140.0;0;1;2013-01-05;68;134;8;76;6;0;11;1;4.0;1.0;5.0;6;0;0;0;0;0;0;3;11;0;57;637;1;235.0;12.0;0;0
1829;1961;4;0;54959.0;0;1;2013-01-19;55;1148;0;60;0;0;24;3;9.0;5.0;4.0;7;0;1;0;0;0;0;3;11;1;53;623;1;1232.0;16.0;1;2
3839;1958;0;0;15056.0;1;1;2013-05-03;76;6;12;3;21;6;40;5;2.0;2.0;3.0;5;0;0;0;0;0;0;3;11;0;56;519;2;88.0;10.0;0;0
9392;1971;1;0;26954.0;1;0;2014-05-08;17;4;1;11;0;0;1;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;43;149;1;17.0;9.0;0;0
2292;1985;1;0;22327.0;1;0;2013-08-02;94;5;4;8;2;0;5;1;1.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;29;428;1;24.0;8.0;0;0
10466;1965;1;1;44393.0;1;1;2013-08-22;86;24;2;20;2;2;10;2;1.0;0.0;4.0;4;0;0;0;0;0;0;3;11;0;49;408;2;60.0;8.0;0;0
9855;1952;4;0;62000.0;0;1;2013-08-25;25;899;0;101;0;0;20;1;6.0;6.0;13.0;4;0;0;0;1;0;0;3;11;0;62;405;1;1020.0;23.0;1;1
4088;1962;4;1;31497.0;0;1;2012-12-06;22;108;1;28;13;1;4;2;3.0;1.0;4.0;8;0;0;0;0;0;0;3;11;0;52;667;1;155.0;13.0;0;0
5231;1974;2;1;45894.0;0;2;2014-02-27;15;27;2;7;0;2;13;1;1.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;40;219;2;51.0;8.0;0;0
590;1970;3;0;78579.0;0;0;2012-12-22;35;816;66;549;216;66;99;1;5.0;6.0;4.0;3;0;0;0;0;0;0;3;11;1;44;651;0;1812.0;13.0;0;1
8732;1969;3;0;67369.0;0;1;2012-11-17;81;1298;0;70;37;14;42;4;7.0;4.0;10.0;4;0;1;1;0;0;0;3;11;1;45;686;1;1461.0;18.0;2;1
2315;1960;1;0;58401.0;0;1;2014-04-20;55;10;0;11;17;29;29;1;1.0;2.0;2.0;4;0;0;0;0;0;0;3;11;0;54;167;1;96.0;8.0;0;0
3515;1952;1;0;62307.0;0;1;2014-02-17;94;87;13;34;10;6;10;1;4.0;0.0;4.0;5;0;0;0;0;0;0;3;11;0;62;229;1;160.0;9.0;0;0
2245;1969;3;1;43641.0;1;1;2013-04-22;50;57;2;51;4;2;23;3;2.0;1.0;4.0;6;0;0;0;0;0;0;3;11;0;45;530;2;139.0;11.0;0;0
6283;1968;3;0;63841.0;0;1;2013-04-21;64;635;15;100;20;7;131;1;9.0;3.0;9.0;6;0;0;0;0;0;0;3;11;0;46;531;1;908.0;18.0;0;2
2246;1965;2;1;46891.0;0;1;2013-09-01;91;43;12;23;29;15;61;1;2.0;1.0;4.0;4;0;0;0;0;0;0;3;11;0;49;398;1;183.0;9.0;0;0
6606;1969;3;1;70091.0;1;0;2013-03-31;11;964;34;137;15;0;11;2;5.0;2.0;10.0;8;0;1;0;0;0;0;3;11;0;45;552;1;1161.0;20.0;1;1
5545;1972;4;1;78075.0;0;0;2014-04-05;72;572;8;259;34;35;80;1;3.0;5.0;5.0;1;0;0;0;0;0;0;3;11;0;42;182;0;988.0;11.0;0;1
7342;1961;2;0;59184.0;0;1;2012-09-09;6;341;142;113;259;151;66;3;6.0;6.0;12.0;5;0;0;0;0;0;0;3;11;0;53;755;1;1072.0;23.0;0;1
837;1977;1;1;54809.0;1;1;2013-09-11;0;63;6;57;13;13;22;4;2.0;1.0;5.0;4;0;0;0;0;0;0;3;11;0;37;388;2;174.0;10.0;0;0
9500;1959;1;1;58113.0;0;1;2013-01-25;66;221;104;169;102;78;84;3;9.0;2.0;8.0;7;0;0;0;0;0;1;3;11;0;55;617;1;758.0;17.0;0;2
3602;1958;3;1;51412.0;0;1;2013-12-31;42;140;3;29;4;5;14;2;3.0;2.0;4.0;4;0;0;0;0;0;0;3;11;0;56;277;1;195.0;10.0;0;0
234;1979;1;0;15287.0;1;0;2012-10-10;60;1;2;8;4;3;13;2;1.0;1.0;2.0;7;1;0;0;0;0;0;3;11;1;35;724;1;31.0;10.0;1;0
2995;1957;3;1;66636.0;0;0;2013-08-17;64;291;10;689;84;10;0;1;3.0;4.0;9.0;1;0;0;0;0;0;0;3;11;0;57;413;0;1084.0;14.0;0;1
1118;1956;3;1;50965.0;0;1;2013-02-20;87;544;13;85;8;6;29;3;10.0;4.0;5.0;8;1;0;0;0;0;0;3;11;0;58;591;1;685.0;17.0;1;2
7789;1965;4;1;84618.0;0;0;2013-11-22;96;684;100;801;21;66;0;1;6.0;9.0;10.0;2;0;0;1;0;0;0;3;11;0;49;316;0;1672.0;21.0;1;1
3068;1990;1;1;18351.0;0;0;2013-10-29;1;1;12;9;0;14;7;1;2.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;24;340;0;43.0;10.0;0;0
8955;1957;4;1;40451.0;0;2;2014-02-16;54;35;0;4;0;0;10;1;1.0;1.0;2.0;5;1;0;0;0;0;0;3;11;0;57;230;2;49.0;8.0;1;0
945;1965;1;1;36317.0;0;1;2013-05-22;53;87;3;25;3;2;13;2;3.0;0.0;4.0;7;0;0;0;0;0;0;3;11;0;49;500;1;133.0;11.0;0;0
5644;1957;1;1;42213.0;0;1;2013-10-12;96;309;3;24;4;3;20;2;5.0;1.0;7.0;7;0;1;0;0;0;0;3;11;0;57;357;1;363.0;15.0;1;2
7192;1955;1;1;65748.0;0;1;2013-04-15;58;172;73;93;95;78;34;2;2.0;4.0;10.0;1;0;0;0;0;0;1;3;11;0;59;537;1;545.0;15.0;0;2
2324;1972;1;1;77044.0;0;1;2013-10-27;12;625;38;242;50;34;76;2;7.0;2.0;11.0;4;1;0;0;0;0;0;3;11;0;42;342;1;1065.0;26.0;1;1
697;1969;1;1;74918.0;0;0;2013-03-12;78;972;59;913;25;19;59;1;5.0;9.0;6.0;3;0;0;1;0;0;0;3;11;0;45;571;0;2047.0;18.0;1;1
3439;1972;1;1;56721.0;1;1;2012-10-31;64;157;6;39;6;13;75;5;4.0;1.0;5.0;6;0;0;0;0;0;0;3;11;0;42;703;2;296.0;12.0;0;2
1506;1975;1;0;42160.0;1;1;2013-06-28;26;48;9;45;3;15;20;4;2.0;1.0;4.0;6;0;0;0;0;0;0;3;11;1;39;463;2;140.0;11.0;0;0
232;1965;1;0;61559.0;0;1;2013-07-17;8;279;83;88;32;14;34;1;4.0;2.0;10.0;3;0;0;0;0;0;0;3;11;0;49;444;1;530.0;15.0;0;2
8876;1963;4;1;33629.0;1;1;2012-08-08;49;132;0;16;0;0;4;5;3.0;1.0;4.0;9;0;0;0;0;0;0;3;11;0;51;787;2;152.0;14.0;0;0
4500;1991;4;1;68682.0;0;0;2013-10-06;56;919;0;505;99;30;45;1;4.0;9.0;10.0;2;0;0;0;0;0;0;3;11;0;23;363;0;1598.0;21.0;0;1
9739;1963;1;0;34377.0;0;1;2013-01-19;55;62;0;22;3;1;26;2;2.0;2.0;2.0;7;0;0;0;0;0;0;3;11;0;51;623;1;114.0;11.0;0;0
10395;1986;0;0;8940.0;1;0;2012-08-22;25;1;45;3;4;6;42;3;3.0;1.0;3.0;8;0;0;0;0;0;0;3;11;0;28;773;1;101.0;12.0;0;0
1176;1973;1;1;26228.0;1;0;2013-09-22;50;2;6;4;3;1;9;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;41;377;1;25.0;10.0;0;0
1627;1957;2;0;77297.0;0;0;2013-01-26;84;408;61;109;48;122;41;1;5.0;7.0;9.0;4;0;0;0;1;0;0;3;11;0;57;616;0;789.0;20.0;1;1
938;1981;1;1;40211.0;1;1;2013-07-30;30;51;1;7;2;1;25;2;2.0;1.0;2.0;8;1;0;0;0;0;0;3;11;0;33;431;2;87.0;11.0;1;0
2740;1958;4;0;33438.0;1;1;2013-09-22;81;62;1;16;3;2;6;4;2.0;1.0;4.0;5;0;0;0;0;0;0;3;11;0;56;377;2;90.0;10.0;0;0
257;1959;4;1;75032.0;0;1;2013-04-28;74;952;12;180;47;12;12;2;5.0;4.0;9.0;3;0;0;0;0;0;0;3;11;0;55;524;1;1215.0;16.0;0;1
4058;1955;4;0;61284.0;0;0;2013-10-12;76;618;15;106;20;7;45;1;11.0;2.0;8.0;6;0;1;0;0;0;0;3;11;0;59;357;0;811.0;16.0;1;1
7736;1986;1;1;22518.0;1;0;2012-10-22;36;11;7;12;2;2;27;2;2.0;1.0;2.0;5;1;0;0;0;0;0;3;11;1;28;712;1;61.0;8.0;1;0
8210;1975;3;1;54730.0;0;1;2013-08-15;64;318;3;17;4;7;56;5;4.0;1.0;8.0;4;0;0;0;0;0;0;3;11;0;39;415;1;405.0;13.0;0;2
833;1955;3;1;38452.0;1;1;2014-03-30;62;56;0;14;0;0;2;3;3.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;59;188;2;72.0;10.0;0;0
6230;1971;1;0;44421.0;1;1;2013-02-15;53;110;5;59;7;1;7;5;5.0;0.0;4.0;8;0;0;0;0;0;0;3;11;0;43;596;2;189.0;12.0;0;2
7325;1986;4;1;38197.0;1;0;2013-06-29;86;23;0;11;2;1;3;1;1.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;28;462;1;40.0;8.0;0;0
1307;1978;1;0;41986.0;0;1;2014-02-09;15;27;5;8;8;3;12;3;3.0;0.0;4.0;4;0;0;0;0;0;0;3;11;0;36;237;1;63.0;8.0;0;0
1502;1983;1;1;28427.0;1;0;2013-03-21;67;18;3;19;3;3;6;2;2.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;31;562;1;52.0;11.0;0;0
6211;1976;4;1;37395.0;1;0;2014-05-02;47;18;0;9;0;1;11;1;1.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;38;155;1;39.0;9.0;0;0
843;1971;1;1;64722.0;1;0;2014-05-26;47;303;0;280;60;147;15;4;8.0;2.0;11.0;6;0;0;0;0;0;0;3;11;0;43;131;1;805.0;19.0;0;2
4174;1956;3;1;55249.0;0;1;2014-04-17;81;97;1;19;2;0;11;1;2.0;1.0;4.0;3;0;0;0;0;0;0;3;11;0;58;170;1;130.0;8.0;0;0
9757;1972;1;1;84906.0;0;0;2013-10-04;98;997;15;414;99;30;76;1;5.0;6.0;12.0;2;0;1;1;0;1;0;3;11;0;42;365;0;1631.0;20.0;3;1
6918;1989;1;1;28691.0;1;0;2013-07-04;56;5;4;13;8;0;4;1;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;25;457;1;34.0;11.0;0;0
286;1952;1;0;44213.0;1;1;2013-11-29;48;95;11;35;0;4;7;4;2.0;1.0;5.0;6;0;0;0;0;0;0;3;11;0;62;309;2;152.0;12.0;0;0
11086;1984;0;0;25707.0;1;0;2014-01-18;18;1;6;2;3;6;3;1;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;30;259;1;21.0;10.0;0;0
1921;1967;4;1;59062.0;2;1;2013-10-03;74;46;1;12;3;0;9;2;2.0;0.0;3.0;4;0;0;0;0;0;0;3;11;0;47;366;3;71.0;7.0;0;0
4138;1962;1;0;76624.0;0;1;2014-05-24;68;411;106;147;54;115;66;1;5.0;10.0;7.0;1;1;0;0;0;0;0;3;11;0;52;133;1;899.0;18.0;1;1
7718;1947;3;1;66000.0;0;0;2014-04-20;36;244;51;270;101;0;45;1;1.0;3.0;5.0;1;0;0;0;0;0;0;3;11;0;67;167;0;711.0;9.0;0;0
1291;1978;4;1;27683.0;1;0;2012-08-04;90;152;9;121;12;12;45;4;6.0;2.0;4.0;8;0;0;0;0;0;0;3;11;0;36;791;1;351.0;14.0;0;2
6862;1971;1;0;1730.0;0;0;2014-05-18;65;1;1;3;1;1;1;15;0.0;0.0;0.0;20;0;0;0;0;0;0;3;11;0;43;139;0;8.0;20.0;0;2
4136;1992;0;0;7500.0;1;0;2012-12-03;63;10;17;18;8;26;40;4;3.0;2.0;2.0;9;0;0;0;0;0;0;3;11;0;22;670;1;119.0;13.0;0;0
803;1968;1;1;40521.0;1;1;2013-04-05;82;12;0;5;0;0;4;1;0.0;1.0;2.0;5;0;0;0;0;0;0;3;11;0;46;547;2;21.0;8.0;0;0
4298;1973;4;1;20427.0;1;0;2014-03-24;63;5;0;4;0;0;1;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;41;194;1;10.0;10.0;0;0
10833;1975;1;1;65106.0;0;1;2014-05-24;55;790;19;133;12;0;19;3;8.0;3.0;13.0;6;0;1;0;0;0;0;3;11;0;39;133;1;973.0;22.0;1;2
9606;1965;4;1;69969.0;0;0;2013-08-27;64;882;29;514;38;29;44;1;4.0;2.0;6.0;3;0;0;1;1;0;0;3;11;1;49;403;0;1536.0;11.0;2;1
8534;1952;1;1;67433.0;0;2;2013-07-16;51;615;28;259;12;48;30;4;6.0;5.0;13.0;4;0;1;0;0;0;0;3;11;0;62;445;2;992.0;22.0;1;2
5153;1967;4;1;77766.0;0;1;2013-02-22;97;1004;59;265;115;59;27;2;11.0;10.0;11.0;6;1;0;0;0;0;0;3;11;1;47;589;1;1529.0;27.0;1;1
961;1972;1;1;74716.0;0;1;2013-09-12;92;133;27;421;13;195;71;2;7.0;3.0;5.0;4;0;0;0;0;0;0;3;11;0;42;387;1;860.0;12.0;0;2
5011;1963;1;0;68118.0;0;1;2013-10-18;51;595;23;123;10;23;154;2;8.0;9.0;4.0;6;0;0;0;0;0;0;3;11;0;51;351;1;928.0;19.0;0;1
6653;1970;4;1;55158.0;1;1;2012-07-30;72;293;0;87;4;11;23;4;7.0;2.0;5.0;7;0;0;0;0;0;0;3;11;1;44;796;2;418.0;14.0;0;2
9094;1955;2;1;62972.0;0;1;2012-08-03;39;313;15;47;20;0;192;2;7.0;4.0;3.0;6;0;0;0;0;0;0;3;11;1;59;792;1;587.0;13.0;0;2
810;1975;1;1;74190.0;0;1;2014-05-12;49;151;81;86;168;91;64;2;4.0;2.0;11.0;2;0;0;0;0;0;0;3;11;0;39;145;1;641.0;15.0;0;2
5493;1976;1;1;39356.0;1;1;2014-03-19;21;15;0;2;0;0;6;1;1.0;0.0;2.0;6;1;0;0;0;0;0;3;11;0;38;199;2;23.0;8.0;1;0
2147;1969;1;1;76653.0;0;0;2013-08-16;91;736;63;946;219;189;126;1;4.0;7.0;11.0;2;0;0;1;1;0;0;3;11;0;45;414;0;2279.0;20.0;2;1
5107;1973;4;0;35860.0;1;1;2014-05-19;37;15;0;8;4;2;20;2;1.0;1.0;2.0;5;1;0;0;0;0;0;3;11;0;41;138;2;49.0;8.0;1;0
3979;1983;4;0;90687.0;0;0;2013-05-22;98;982;17;672;23;34;51;1;6.0;2.0;8.0;2;0;0;1;0;0;0;3;11;1;31;500;0;1779.0;12.0;1;1
6049;1982;3;1;73450.0;0;0;2013-12-05;85;1142;51;415;90;69;37;1;7.0;8.0;11.0;3;1;0;0;1;0;0;3;11;0;32;303;0;1804.0;22.0;2;1
8147;1960;1;1;31454.0;1;1;2013-07-06;40;28;0;11;0;0;9;3;2.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;54;455;2;48.0;11.0;0;0
1857;1952;1;0;47139.0;1;1;2014-03-06;2;46;0;12;0;2;23;2;2.0;1.0;2.0;7;0;0;0;0;0;0;3;11;1;62;212;2;83.0;10.0;0;0
